,protein,layer,value
91773,DBH,IVb,
91774,NET,IVb,
91775,DBH,IVc,
91776,NET,IVc,
91777,DBH,IVc,
91778,NET,IVc,
91779,DBH,V,
91780,NET,V,
91781,DBH,VI,
91782,NET,VI,
91783,DBH,I,
91784,NET,I,
91785,DBH,II,
91786,NET,II,
91787,DBH,III,
91788,NET,III,
91789,DBH,IVa,
91790,NET,IVa,
91791,DBH,IVb,
91792,NET,IVb,
91793,DBH,IVc,
91794,NET,IVc,
91795,DBH,IVc,
91796,NET,IVc,
91797,DBH,V,
91798,NET,V,
91799,DBH,VI,
91800,NET,VI,
91801,DBH,I,
91802,NET,I,
91803,DBH,II,
91804,NET,II,
91805,DBH,III,
91806,NET,III,
91807,DBH,IVa,
91808,NET,IVa,
91809,DBH,IVb,
91810,NET,IVb,
91811,DBH,IVc,
91812,NET,IVc,
91813,DBH,IVc,
91814,NET,IVc,
91815,DBH,V,
91816,NET,V,
91817,DBH,VI,
91818,NET,VI,
91819,DBH,I,
91820,NET,I,
91821,DBH,II,
91822,NET,II,
91823,DBH,III,
91824,NET,III,
91825,DBH,IVa,
91826,NET,IVa,
91827,DBH,IVb,
91828,NET,IVb,
91829,DBH,IVc,
91830,NET,IVc,
91831,DBH,IVc,
91832,NET,IVc,
91833,DBH,V,
91834,NET,V,
91835,DBH,VI,
91836,NET,VI,
91837,DBH,I,
91838,NET,I,
91839,DBH,II,
91840,NET,II,
91841,DBH,III,
91842,NET,III,
91843,DBH,IVa,
91844,NET,IVa,
91845,DBH,IVb,
91846,NET,IVb,
91847,DBH,IVc,
91848,NET,IVc,
91849,DBH,IVc,
91850,NET,IVc,
91851,DBH,V,
91852,NET,V,
91853,DBH,VI,
91854,NET,VI,
91855,DBH,I,
91856,NET,I,
91857,DBH,II,
91858,NET,II,
91859,DBH,III,
91860,NET,III,
91861,DBH,IVa,
91862,NET,IVa,
91863,DBH,IVb,
91864,NET,IVb,
91865,DBH,IVc,
91866,NET,IVc,
91867,DBH,IVc,
91868,NET,IVc,
91869,DBH,V,
91870,NET,V,
91871,DBH,VI,
91872,NET,VI,
91873,DBH,I,
91874,NET,I,
91875,DBH,II,
91876,NET,II,
91877,DBH,III,
91878,NET,III,
91879,DBH,IVa,
91880,NET,IVa,
91881,DBH,IVb,
91882,NET,IVb,
91883,DBH,IVc,
91884,NET,IVc,
91885,DBH,IVc,
91886,NET,IVc,
91887,DBH,V,
91888,NET,V,
91889,DBH,VI,
91890,NET,VI,
91891,DBH,I,
91892,NET,I,
91893,DBH,II,
91894,NET,II,
91895,DBH,III,
91896,NET,III,
91897,DBH,IVa,
91898,NET,IVa,
91899,DBH,IVb,
91900,NET,IVb,
91901,DBH,IVc,
91902,NET,IVc,
91903,DBH,IVc,
91904,NET,IVc,
91905,DBH,V,
91906,NET,V,
91907,DBH,VI,
91908,NET,VI,
91909,DBH,I,
91910,NET,I,
91911,DBH,II,
91912,NET,II,
91913,DBH,III,
91914,NET,III,
91915,DBH,IVa,
91916,NET,IVa,
91917,DBH,IVb,
91918,NET,IVb,
91919,DBH,IVc,
91920,NET,IVc,
91921,DBH,IVc,
91922,NET,IVc,
91923,DBH,V,
91924,NET,V,
91925,DBH,VI,
91926,NET,VI,
91927,DBH,I,
91928,NET,I,
91929,DBH,II,
91930,NET,II,
91931,DBH,III,
91932,NET,III,
91933,DBH,IVa,
91934,NET,IVa,
91935,DBH,IVb,
91936,NET,IVb,
91937,DBH,IVc,
91938,NET,IVc,
91939,DBH,IVc,
91940,NET,IVc,
91941,DBH,V,
91942,NET,V,
91943,DBH,VI,
91944,NET,VI,
91945,DBH,I,
91946,NET,I,
91947,DBH,II,
91948,NET,II,
91949,DBH,III,
91950,NET,III,
91951,DBH,IVa,
91952,NET,IVa,
91953,DBH,IVb,
91954,NET,IVb,
91955,DBH,IVc,
91956,NET,IVc,
91957,DBH,IVc,
91958,NET,IVc,
91959,DBH,V,
91960,NET,V,
91961,DBH,VI,
91962,NET,VI,
91963,DBH,I,
91964,NET,I,
91965,DBH,II,
91966,NET,II,
91967,DBH,III,
91968,NET,III,
91969,DBH,IVa,
91970,NET,IVa,
91971,DBH,IVb,
91972,NET,IVb,
91973,DBH,IVc,
91974,NET,IVc,
91975,DBH,IVc,
91976,NET,IVc,
91977,DBH,V,
91978,NET,V,
91979,DBH,VI,
91980,NET,VI,
91981,DBH,I,
91982,NET,I,
91983,DBH,II,
91984,NET,II,
91985,DBH,III,
91986,NET,III,
91987,DBH,IVa,
91988,NET,IVa,
91989,DBH,IVb,
91990,NET,IVb,
91991,DBH,IVc,
91992,NET,IVc,
91993,DBH,IVc,
91994,NET,IVc,
91995,DBH,V,
91996,NET,V,
91997,DBH,VI,
91998,NET,VI,
91999,DBH,I,
92000,NET,I,
92001,DBH,II,
92002,NET,II,
92003,DBH,III,
92004,NET,III,
92005,DBH,IVa,
92006,NET,IVa,
92007,DBH,IVb,
92008,NET,IVb,
92009,DBH,IVc,
92010,NET,IVc,
92011,DBH,IVc,
92012,NET,IVc,
92013,DBH,V,
92014,NET,V,
92015,DBH,VI,
92016,NET,VI,
92017,DBH,I,
92018,NET,I,
92019,DBH,II,
92020,NET,II,
92021,DBH,III,
92022,NET,III,
92023,DBH,IVa,
92024,NET,IVa,
92025,DBH,IVb,
92026,NET,IVb,
92027,DBH,IVc,
92028,NET,IVc,
92029,DBH,IVc,
92030,NET,IVc,
92031,DBH,V,
92032,NET,V,
92033,DBH,VI,
92034,NET,VI,
92035,DBH,I,
92036,NET,I,
92037,DBH,II,
92038,NET,II,
92039,DBH,III,
92040,NET,III,
92041,DBH,IVa,
92042,NET,IVa,
92043,DBH,IVb,
92044,NET,IVb,
92045,DBH,IVc,
92046,NET,IVc,
92047,DBH,IVc,
92048,NET,IVc,
92049,DBH,V,
92050,NET,V,
92051,DBH,VI,
92052,NET,VI,
92053,DBH,I,
92054,NET,I,
92055,DBH,II,
92056,NET,II,
92057,DBH,III,
92058,NET,III,
92059,DBH,IVa,
92060,NET,IVa,
92061,DBH,IVb,
92062,NET,IVb,
92063,DBH,IVc,
92064,NET,IVc,
92065,DBH,IVc,
92066,NET,IVc,
92067,DBH,V,
92068,NET,V,
92069,DBH,VI,
92070,NET,VI,
92071,DBH,I,
92072,NET,I,
92073,DBH,II,
92074,NET,II,
92075,DBH,III,
92076,NET,III,
92077,DBH,IVa,
92078,NET,IVa,
92079,DBH,IVb,
92080,NET,IVb,
92081,DBH,IVc,
92082,NET,IVc,
92083,DBH,IVc,
92084,NET,IVc,
92085,DBH,V,
92086,NET,V,
92087,DBH,VI,
92088,NET,VI,
92089,DBH,I,
92090,NET,I,
92091,DBH,II,
92092,NET,II,
92093,DBH,III,
92094,NET,III,
92095,DBH,IVa,
92096,NET,IVa,
92097,DBH,IVb,
92098,NET,IVb,
92099,DBH,IVc,
92100,NET,IVc,
92101,DBH,IVc,
92102,NET,IVc,
92103,DBH,V,
92104,NET,V,
92105,DBH,VI,
92106,NET,VI,
92107,DBH,I,
92108,NET,I,
92109,DBH,II,
92110,NET,II,
92111,DBH,III,
92112,NET,III,
92113,DBH,IVa,
92114,NET,IVa,
92115,DBH,IVb,
92116,NET,IVb,
92117,DBH,IVc,
92118,NET,IVc,
92119,DBH,IVc,
92120,NET,IVc,
92121,DBH,V,
92122,NET,V,
92123,DBH,VI,
92124,NET,VI,
92125,DBH,I,
92126,NET,I,
92127,DBH,II,
92128,NET,II,
92129,DBH,III,
92130,NET,III,
92131,DBH,IVa,
92132,NET,IVa,
92133,DBH,IVb,
92134,NET,IVb,
92135,DBH,IVc,
92136,NET,IVc,
92137,DBH,IVc,
92138,NET,IVc,
92139,DBH,V,
92140,NET,V,
92141,DBH,VI,
92142,NET,VI,
92143,DBH,I,
92144,NET,I,
92145,DBH,II,
92146,NET,II,
92147,DBH,III,
92148,NET,III,
92149,DBH,IVa,
92150,NET,IVa,
92151,DBH,IVb,
92152,NET,IVb,
92153,DBH,IVc,
92154,NET,IVc,
92155,DBH,IVc,
92156,NET,IVc,
92157,DBH,V,
92158,NET,V,
92159,DBH,VI,
92160,NET,VI,
92161,DBH,I,
92162,NET,I,
92163,DBH,II,
92164,NET,II,
92165,DBH,III,
92166,NET,III,
92167,DBH,IVa,
92168,NET,IVa,
92169,DBH,IVb,
92170,NET,IVb,
92171,DBH,IVc,
92172,NET,IVc,
92173,DBH,IVc,
92174,NET,IVc,
92175,DBH,V,
92176,NET,V,
92177,DBH,VI,
92178,NET,VI,
92179,DBH,I,
92180,NET,I,
92181,DBH,II,
92182,NET,II,
92183,DBH,III,
92184,NET,III,
92185,DBH,IVa,
92186,NET,IVa,
92187,DBH,IVb,
92188,NET,IVb,
92189,DBH,IVc,
92190,NET,IVc,
92191,DBH,IVc,
92192,NET,IVc,
92193,DBH,V,
92194,NET,V,
92195,DBH,VI,
92196,NET,VI,
92197,DBH,I,
92198,NET,I,
92199,DBH,II,
92200,NET,II,
92201,DBH,III,
92202,NET,III,
92203,DBH,IVa,
92204,NET,IVa,
92205,DBH,IVb,
92206,NET,IVb,
92207,DBH,IVc,
92208,NET,IVc,
92209,DBH,IVc,
92210,NET,IVc,
92211,DBH,V,
92212,NET,V,
92213,DBH,VI,
92214,NET,VI,
92215,DBH,I,
92216,NET,I,
92217,DBH,II,
92218,NET,II,
92219,DBH,III,
92220,NET,III,
92221,DBH,IVa,
92222,NET,IVa,
92223,DBH,IVb,
92224,NET,IVb,
92225,DBH,IVc,
92226,NET,IVc,
92227,DBH,IVc,
92228,NET,IVc,
92229,DBH,V,
92230,NET,V,
92231,DBH,VI,
92232,NET,VI,
92233,DBH,I,
92234,NET,I,
92235,DBH,II,
92236,NET,II,
92237,DBH,III,
92238,NET,III,
92239,DBH,IVa,
92240,NET,IVa,
92241,DBH,IVb,
92242,NET,IVb,
92243,DBH,IVc,
92244,NET,IVc,
92245,DBH,IVc,
92246,NET,IVc,
92247,DBH,V,
92248,NET,V,
92249,DBH,VI,
92250,NET,VI,
92251,DBH,I,
92252,NET,I,
92253,DBH,II,
92254,NET,II,
92255,DBH,III,
92256,NET,III,
92257,DBH,IVa,
92258,NET,IVa,
92259,DBH,IVb,
92260,NET,IVb,
92261,DBH,IVc,
92262,NET,IVc,
92263,DBH,IVc,
92264,NET,IVc,
92265,DBH,V,
92266,NET,V,
92267,DBH,VI,
92268,NET,VI,
92269,DBH,I,
92270,NET,I,
92271,DBH,II,
92272,NET,II,
92273,DBH,III,
92274,NET,III,
92275,DBH,IVa,
92276,NET,IVa,
92277,DBH,IVb,
92278,NET,IVb,
92279,DBH,IVc,
92280,NET,IVc,
92281,DBH,IVc,
92282,NET,IVc,
92283,DBH,V,
92284,NET,V,
92285,DBH,VI,
92286,NET,VI,
92287,DBH,I,
92288,NET,I,
92289,DBH,II,
92290,NET,II,
92291,DBH,III,
92292,NET,III,
92293,DBH,IVa,
92294,NET,IVa,
92295,DBH,IVb,
92296,NET,IVb,
92297,DBH,IVc,
92298,NET,IVc,
92299,DBH,IVc,
92300,NET,IVc,
92301,DBH,V,
92302,NET,V,
92303,DBH,VI,
92304,NET,VI,
92305,DBH,I,
92306,NET,I,
92307,DBH,II,
92308,NET,II,
92309,DBH,III,
92310,NET,III,
92311,DBH,IVa,
92312,NET,IVa,
92313,DBH,IVb,
92314,NET,IVb,
92315,DBH,IVc,
92316,NET,IVc,
92317,DBH,IVc,
92318,NET,IVc,
92319,DBH,V,
92320,NET,V,
92321,DBH,VI,
92322,NET,VI,
92323,DBH,I,
92324,NET,I,
92325,DBH,II,
92326,NET,II,
92327,DBH,III,
92328,NET,III,
92329,DBH,IVa,
92330,NET,IVa,
92331,DBH,IVb,
92332,NET,IVb,
92333,DBH,IVc,
92334,NET,IVc,
92335,DBH,IVc,
92336,NET,IVc,
92337,DBH,V,
92338,NET,V,
92339,DBH,VI,
92340,NET,VI,
92341,DBH,I,
92342,NET,I,
92343,DBH,II,
92344,NET,II,
92345,DBH,III,
92346,NET,III,
92347,DBH,IVa,
92348,NET,IVa,
92349,DBH,IVb,
92350,NET,IVb,
92351,DBH,IVc,
92352,NET,IVc,
92353,DBH,IVc,
92354,NET,IVc,
92355,DBH,V,
92356,NET,V,
92357,DBH,VI,
92358,NET,VI,
92359,DBH,I,
92360,NET,I,
92361,DBH,II,
92362,NET,II,
92363,DBH,III,
92364,NET,III,
92365,DBH,IVa,
92366,NET,IVa,
92367,DBH,IVb,
92368,NET,IVb,
92369,DBH,IVc,
92370,NET,IVc,
92371,DBH,IVc,
92372,NET,IVc,
92373,DBH,V,
92374,NET,V,
92375,DBH,VI,
92376,NET,VI,
92377,DBH,I,
92378,NET,I,
92379,DBH,II,
92380,NET,II,
92381,DBH,III,
92382,NET,III,
92383,DBH,IVa,
92384,NET,IVa,
92385,DBH,IVb,
92386,NET,IVb,
92387,DBH,IVc,
92388,NET,IVc,
92389,DBH,IVc,
92390,NET,IVc,
92391,DBH,V,
92392,NET,V,
92393,DBH,VI,
92394,NET,VI,
92395,DBH,I,
92396,NET,I,
92397,DBH,II,
92398,NET,II,
92399,DBH,III,
92400,NET,III,
92401,DBH,IVa,
92402,NET,IVa,
92403,DBH,IVb,
92404,NET,IVb,
92405,DBH,IVc,
92406,NET,IVc,
92407,DBH,IVc,
92408,NET,IVc,
92409,DBH,V,
92410,NET,V,
92411,DBH,VI,
92412,NET,VI,
92413,DBH,I,
92414,NET,I,
92415,DBH,II,
92416,NET,II,
92417,DBH,III,
92418,NET,III,
92419,DBH,IVa,
92420,NET,IVa,
92421,DBH,IVb,
92422,NET,IVb,
92423,DBH,IVc,
92424,NET,IVc,
92425,DBH,IVc,
92426,NET,IVc,
92427,DBH,V,
92428,NET,V,
92429,DBH,VI,
92430,NET,VI,
92431,DBH,I,
92432,NET,I,
92433,DBH,II,
92434,NET,II,
92435,DBH,III,
92436,NET,III,
92437,DBH,IVa,
92438,NET,IVa,
92439,DBH,IVb,
92440,NET,IVb,
92441,DBH,IVc,
92442,NET,IVc,
92443,DBH,IVc,
92444,NET,IVc,
92445,DBH,V,
92446,NET,V,
92447,DBH,VI,
92448,NET,VI,
92449,DBH,I,
92450,NET,I,
92451,DBH,II,
92452,NET,II,
92453,DBH,III,
92454,NET,III,
92455,DBH,IVa,
92456,NET,IVa,
92457,DBH,IVb,
92458,NET,IVb,
92459,DBH,IVc,
92460,NET,IVc,
92461,DBH,IVc,
92462,NET,IVc,
92463,DBH,V,
92464,NET,V,
92465,DBH,VI,
92466,NET,VI,
92467,DBH,I,
92468,NET,I,
92469,DBH,II,
92470,NET,II,
92471,DBH,III,
92472,NET,III,
92473,DBH,IVa,
92474,NET,IVa,
92475,DBH,IVb,
92476,NET,IVb,
92477,DBH,IVc,
92478,NET,IVc,
92479,DBH,IVc,
92480,NET,IVc,
92481,DBH,V,
92482,NET,V,
92483,DBH,VI,
92484,NET,VI,
92485,DBH,I,
92486,NET,I,
92487,DBH,II,
92488,NET,II,
92489,DBH,III,
92490,NET,III,
92491,DBH,IVa,
92492,NET,IVa,
92493,DBH,IVb,
92494,NET,IVb,
92495,DBH,IVc,
92496,NET,IVc,
92497,DBH,IVc,
92498,NET,IVc,
92499,DBH,V,
92500,NET,V,
92501,DBH,VI,
92502,NET,VI,
92503,DBH,I,
92504,NET,I,
92505,DBH,II,
92506,NET,II,
92507,DBH,III,
92508,NET,III,
92509,DBH,IVa,
92510,NET,IVa,
92511,DBH,IVb,
92512,NET,IVb,
92513,DBH,IVc,
92514,NET,IVc,
92515,DBH,IVc,
92516,NET,IVc,
92517,DBH,V,
92518,NET,V,
92519,DBH,VI,
92520,NET,VI,
92521,DBH,I,
92522,NET,I,
92523,DBH,II,
92524,NET,II,
92525,DBH,III,
92526,NET,III,
92527,DBH,IVa,
92528,NET,IVa,
92529,DBH,IVb,
92530,NET,IVb,
92531,DBH,IVc,
92532,NET,IVc,
92533,DBH,IVc,
92534,NET,IVc,
92535,DBH,V,
92536,NET,V,
92537,DBH,VI,
92538,NET,VI,
92539,DBH,I,
92540,NET,I,
92541,DBH,II,
92542,NET,II,
92543,DBH,III,
92544,NET,III,
92545,DBH,IVa,
92546,NET,IVa,
92547,DBH,IVb,
92548,NET,IVb,
92549,DBH,IVc,
92550,NET,IVc,
92551,DBH,IVc,
92552,NET,IVc,
92553,DBH,V,
92554,NET,V,
92555,DBH,VI,
92556,NET,VI,
92557,DBH,I,
92558,NET,I,
92559,DBH,II,
92560,NET,II,
92561,DBH,III,
92562,NET,III,
92563,DBH,IVa,
92564,NET,IVa,
92565,DBH,IVb,
92566,NET,IVb,
92567,DBH,IVc,
92568,NET,IVc,
92569,DBH,IVc,
92570,NET,IVc,
92571,DBH,V,
92572,NET,V,
92573,DBH,VI,
92574,NET,VI,
92575,DBH,I,
92576,NET,I,
92577,DBH,II,
92578,NET,II,
92579,DBH,III,
92580,NET,III,
92581,DBH,IVa,
92582,NET,IVa,
92583,DBH,IVb,
92584,NET,IVb,
92585,DBH,IVc,
92586,NET,IVc,
92587,DBH,IVc,
92588,NET,IVc,
92589,DBH,V,
92590,NET,V,
92591,DBH,VI,
92592,NET,VI,
92593,DBH,I,
92594,NET,I,
92595,DBH,II,
92596,NET,II,
92597,DBH,III,
92598,NET,III,
92599,DBH,IVa,
92600,NET,IVa,
92601,DBH,IVb,
92602,NET,IVb,
92603,DBH,IVc,
92604,NET,IVc,
92605,DBH,IVc,
92606,NET,IVc,
92607,DBH,V,
92608,NET,V,
92609,DBH,VI,
92610,NET,VI,
92611,DBH,I,
92612,NET,I,
92613,DBH,II,
92614,NET,II,
92615,DBH,III,
92616,NET,III,
92617,DBH,IVa,
92618,NET,IVa,
92619,DBH,IVb,
92620,NET,IVb,
92621,DBH,IVc,
92622,NET,IVc,
92623,DBH,IVc,
92624,NET,IVc,
92625,DBH,V,
92626,NET,V,
92627,DBH,VI,
92628,NET,VI,
92629,DBH,I,
92630,NET,I,
92631,DBH,II,
92632,NET,II,
92633,DBH,III,
92634,NET,III,
92635,DBH,IVa,
92636,NET,IVa,
92637,DBH,IVb,
92638,NET,IVb,
92639,DBH,IVc,
92640,NET,IVc,
92641,DBH,IVc,
92642,NET,IVc,
92643,DBH,V,
92644,NET,V,
92645,DBH,VI,
92646,NET,VI,
92647,DBH,I,
92648,NET,I,
92649,DBH,II,
92650,NET,II,
92651,DBH,III,
92652,NET,III,
92653,DBH,IVa,
92654,NET,IVa,
92655,DBH,IVb,
92656,NET,IVb,
92657,DBH,IVc,
92658,NET,IVc,
92659,DBH,IVc,
92660,NET,IVc,
92661,DBH,V,
92662,NET,V,
92663,DBH,VI,
92664,NET,VI,
92665,DBH,I,
92666,NET,I,
92667,DBH,II,
92668,NET,II,
92669,DBH,III,
92670,NET,III,
92671,DBH,IVa,
92672,NET,IVa,
92673,DBH,IVb,
92674,NET,IVb,
92675,DBH,IVc,
92676,NET,IVc,
92677,DBH,IVc,
92678,NET,IVc,
92679,DBH,V,
92680,NET,V,
92681,DBH,VI,
92682,NET,VI,
92683,DBH,I,
92684,NET,I,
92685,DBH,II,
92686,NET,II,
92687,DBH,III,
92688,NET,III,
92689,DBH,IVa,
92690,NET,IVa,
92691,DBH,IVb,
92692,NET,IVb,
92693,DBH,IVc,
92694,NET,IVc,
92695,DBH,IVc,
92696,NET,IVc,
92697,DBH,V,
92698,NET,V,
92699,DBH,VI,
92700,NET,VI,
92701,DBH,I,
92702,NET,I,
92703,DBH,II,
92704,NET,II,
92705,DBH,III,
92706,NET,III,
92707,DBH,IVa,
92708,NET,IVa,
92709,DBH,IVb,
92710,NET,IVb,
92711,DBH,IVc,
92712,NET,IVc,
92713,DBH,IVc,
92714,NET,IVc,
92715,DBH,V,
92716,NET,V,
92717,DBH,VI,
92718,NET,VI,
92719,DBH,I,
92720,NET,I,
92721,DBH,II,
92722,NET,II,
92723,DBH,III,
92724,NET,III,
92725,DBH,IVa,
92726,NET,IVa,
92727,DBH,IVb,
92728,NET,IVb,
92729,DBH,IVc,
92730,NET,IVc,
92731,DBH,IVc,
92732,NET,IVc,
92733,DBH,V,
92734,NET,V,
92735,DBH,VI,
92736,NET,VI,
92737,DBH,I,
92738,NET,I,
92739,DBH,II,
92740,NET,II,
92741,DBH,III,
92742,NET,III,
92743,DBH,IVa,
92744,NET,IVa,
92745,DBH,IVb,
92746,NET,IVb,
92747,DBH,IVc,
92748,NET,IVc,
92749,DBH,IVc,
92750,NET,IVc,
92751,DBH,V,
92752,NET,V,
92753,DBH,VI,
92754,NET,VI,
92755,DBH,I,
92756,NET,I,
92757,DBH,II,
92758,NET,II,
92759,DBH,III,
92760,NET,III,
92761,DBH,IVa,
92762,NET,IVa,
92763,DBH,IVb,
92764,NET,IVb,
92765,DBH,IVc,
92766,NET,IVc,
92767,DBH,IVc,
92768,NET,IVc,
92769,DBH,V,
92770,NET,V,
92771,DBH,VI,
92772,NET,VI,
92773,DBH,I,
92774,NET,I,
92775,DBH,II,
92776,NET,II,
92777,DBH,III,
92778,NET,III,
92779,DBH,IVa,
92780,NET,IVa,
92781,DBH,IVb,
92782,NET,IVb,
92783,DBH,IVc,
92784,NET,IVc,
92785,DBH,IVc,
92786,NET,IVc,
92787,DBH,V,
92788,NET,V,
92789,DBH,VI,
92790,NET,VI,
92791,DBH,I,
92792,NET,I,
92793,DBH,II,
92794,NET,II,
92795,DBH,III,
92796,NET,III,
92797,DBH,IVa,
92798,NET,IVa,
92799,DBH,IVb,
92800,NET,IVb,
92801,DBH,IVc,
92802,NET,IVc,
92803,DBH,IVc,
92804,NET,IVc,
92805,DBH,V,
92806,NET,V,
92807,DBH,VI,
92808,NET,VI,
92809,DBH,I,
92810,NET,I,
92811,DBH,II,
92812,NET,II,
92813,DBH,III,
92814,NET,III,
92815,DBH,IVa,
92816,NET,IVa,
92817,DBH,IVb,
92818,NET,IVb,
92819,DBH,IVc,
92820,NET,IVc,
92821,DBH,IVc,
92822,NET,IVc,
92823,DBH,V,
92824,NET,V,
92825,DBH,VI,
92826,NET,VI,
92827,DBH,I,
92828,NET,I,
92829,DBH,II,
92830,NET,II,
92831,DBH,III,
92832,NET,III,
92833,DBH,IVa,
92834,NET,IVa,
92835,DBH,IVb,
92836,NET,IVb,
92837,DBH,IVc,
92838,NET,IVc,
92839,DBH,IVc,
92840,NET,IVc,
92841,DBH,V,
92842,NET,V,
92843,DBH,VI,
92844,NET,VI,
92845,DBH,I,
92846,NET,I,
92847,DBH,II,
92848,NET,II,
92849,DBH,III,
92850,NET,III,
92851,DBH,IVa,
92852,NET,IVa,
92853,DBH,IVb,
92854,NET,IVb,
92855,DBH,IVc,
92856,NET,IVc,
92857,DBH,IVc,
92858,NET,IVc,
92859,DBH,V,
92860,NET,V,
92861,DBH,VI,
92862,NET,VI,
92863,DBH,I,
92864,NET,I,
92865,DBH,II,
92866,NET,II,
92867,DBH,III,
92868,NET,III,
92869,DBH,IVa,
92870,NET,IVa,
92871,DBH,IVb,
92872,NET,IVb,
92873,DBH,IVc,
92874,NET,IVc,
92875,DBH,IVc,
92876,NET,IVc,
92877,DBH,V,
92878,NET,V,
92879,DBH,VI,
92880,NET,VI,
92881,DBH,I,
92882,NET,I,
92883,DBH,II,
92884,NET,II,
92885,DBH,III,
92886,NET,III,
92887,DBH,IVa,
92888,NET,IVa,
92889,DBH,IVb,
92890,NET,IVb,
92891,DBH,IVc,
92892,NET,IVc,
92893,DBH,IVc,
92894,NET,IVc,
92895,DBH,V,
92896,NET,V,
92897,DBH,VI,
92898,NET,VI,
92899,DBH,I,
92900,NET,I,
92901,DBH,II,
92902,NET,II,
92903,DBH,III,
92904,NET,III,
92905,DBH,IVa,
92906,NET,IVa,
92907,DBH,IVb,
92908,NET,IVb,
92909,DBH,IVc,
92910,NET,IVc,
92911,DBH,IVc,
92912,NET,IVc,
92913,DBH,V,
92914,NET,V,
92915,DBH,VI,
92916,NET,VI,
92917,DBH,I,
92918,NET,I,
92919,DBH,II,
92920,NET,II,
92921,DBH,III,
92922,NET,III,
92923,DBH,IVa,
92924,NET,IVa,
92925,DBH,IVb,
92926,NET,IVb,
92927,DBH,IVc,
92928,NET,IVc,
92929,DBH,IVc,
92930,NET,IVc,
92931,DBH,V,
92932,NET,V,
92933,DBH,VI,
92934,NET,VI,
92935,DBH,I,
92936,NET,I,
92937,DBH,II,
92938,NET,II,
92939,DBH,III,
92940,NET,III,
92941,DBH,IVa,
92942,NET,IVa,
92943,DBH,IVb,
92944,NET,IVb,
92945,DBH,IVc,
92946,NET,IVc,
92947,DBH,IVc,
92948,NET,IVc,
92949,DBH,V,
92950,NET,V,
92951,DBH,VI,
92952,NET,VI,
92953,DBH,I,
92954,NET,I,
92955,DBH,II,
92956,NET,II,
92957,DBH,III,
92958,NET,III,
92959,DBH,IVa,
92960,NET,IVa,
92961,DBH,IVb,
92962,NET,IVb,
92963,DBH,IVc,
92964,NET,IVc,
92965,DBH,IVc,
92966,NET,IVc,
92967,DBH,V,
92968,NET,V,
92969,DBH,VI,
92970,NET,VI,
92971,DBH,I,
92972,NET,I,
92973,DBH,II,
92974,NET,II,
92975,DBH,III,
92976,NET,III,
92977,DBH,IVa,
92978,NET,IVa,
92979,DBH,IVb,
92980,NET,IVb,
92981,DBH,IVc,
92982,NET,IVc,
92983,DBH,IVc,
92984,NET,IVc,
92985,DBH,V,
92986,NET,V,
92987,DBH,VI,
92988,NET,VI,
92989,DBH,I,
92990,NET,I,
92991,DBH,II,
92992,NET,II,
92993,DBH,III,
92994,NET,III,
92995,DBH,IVa,
92996,NET,IVa,
92997,DBH,IVb,
92998,NET,IVb,
92999,DBH,IVc,
93000,NET,IVc,
93001,DBH,IVc,
93002,NET,IVc,
93003,DBH,V,
93004,NET,V,
93005,DBH,VI,
93006,NET,VI,
93007,DBH,I,
93008,NET,I,
93009,DBH,II,
93010,NET,II,
93011,DBH,III,
93012,NET,III,
93013,DBH,IVa,
93014,NET,IVa,
93015,DBH,IVb,
93016,NET,IVb,
93017,DBH,IVc,
93018,NET,IVc,
93019,DBH,IVc,
93020,NET,IVc,
93021,DBH,V,
93022,NET,V,
93023,DBH,VI,
93024,NET,VI,
93025,DBH,I,
93026,NET,I,
93027,DBH,II,
93028,NET,II,
93029,DBH,III,
93030,NET,III,
93031,DBH,IVa,
93032,NET,IVa,
93033,DBH,IVb,
93034,NET,IVb,
93035,DBH,IVc,
93036,NET,IVc,
93037,DBH,IVc,
93038,NET,IVc,
93039,DBH,V,
93040,NET,V,
93041,DBH,VI,
93042,NET,VI,
93043,DBH,I,
93044,NET,I,
93045,DBH,II,
93046,NET,II,
93047,DBH,III,
93048,NET,III,
93049,DBH,IVa,
93050,NET,IVa,
93051,DBH,IVb,
93052,NET,IVb,
93053,DBH,IVc,
93054,NET,IVc,
93055,DBH,IVc,
93056,NET,IVc,
93057,DBH,V,
93058,NET,V,
93059,DBH,VI,
93060,NET,VI,
93061,DBH,I,
93062,NET,I,
93063,DBH,II,
93064,NET,II,
93065,DBH,III,
93066,NET,III,
93067,DBH,IVa,
93068,NET,IVa,
93069,DBH,IVb,
93070,NET,IVb,
93071,DBH,IVc,
93072,NET,IVc,
93073,DBH,IVc,
93074,NET,IVc,
93075,DBH,V,
93076,NET,V,
93077,DBH,VI,
93078,NET,VI,
93079,DBH,I,
93080,NET,I,
93081,DBH,II,
93082,NET,II,
93083,DBH,III,
93084,NET,III,
93085,DBH,IVa,
93086,NET,IVa,
93087,DBH,IVb,
93088,NET,IVb,
93089,DBH,IVc,
93090,NET,IVc,
93091,DBH,IVc,
93092,NET,IVc,
93093,DBH,V,
93094,NET,V,
93095,DBH,VI,
93096,NET,VI,
93097,DBH,I,
93098,NET,I,
93099,DBH,II,
93100,NET,II,
93101,DBH,III,
93102,NET,III,
93103,DBH,IVa,
93104,NET,IVa,
