,area,protein,layer,value
60980,V2,NET,IV,
60981,V1,NET,V,
60982,V2,NET,V,
60983,V1,NET,VI,
60984,V2,NET,VI,
60985,V1,NET,I,
60986,V2,NET,I,
60987,V1,NET,II,
60988,V2,NET,II,
60989,V1,NET,III,
60990,V2,NET,III,
60991,V1,NET,IV,
60992,V2,NET,IV,
60993,V1,NET,V,
60994,V2,NET,V,
60995,V1,NET,VI,
60996,V2,NET,VI,
60997,V1,NET,I,
60998,V2,NET,I,
60999,V1,NET,II,
61000,V2,NET,II,
61001,V1,NET,III,
61002,V2,NET,III,
61003,V1,NET,IV,
61004,V2,NET,IV,
61005,V1,NET,V,
61006,V2,NET,V,
61007,V1,NET,VI,
61008,V2,NET,VI,
61009,V1,NET,I,
61010,V2,NET,I,
61011,V1,NET,II,
61012,V2,NET,II,
61013,V1,NET,III,
61014,V2,NET,III,
61015,V1,NET,IV,
61016,V2,NET,IV,
61017,V1,NET,V,
61018,V2,NET,V,
61019,V1,NET,VI,
61020,V2,NET,VI,
61021,V1,NET,I,
61022,V2,NET,I,
61023,V1,NET,II,
61024,V2,NET,II,
61025,V1,NET,III,
61026,V2,NET,III,
61027,V1,NET,IV,
61028,V2,NET,IV,
61029,V1,NET,V,
61030,V2,NET,V,
61031,V1,NET,VI,
61032,V2,NET,VI,
61033,V1,NET,I,
61034,V2,NET,I,
61035,V1,NET,II,
61036,V2,NET,II,
61037,V1,NET,III,
61038,V2,NET,III,
61039,V1,NET,IV,
61040,V2,NET,IV,
61041,V1,NET,V,
61042,V2,NET,V,
61043,V1,NET,VI,
61044,V2,NET,VI,
61045,V1,NET,I,
61046,V2,NET,I,
61047,V1,NET,II,
61048,V2,NET,II,
61049,V1,NET,III,
61050,V2,NET,III,
61051,V1,NET,IV,
61052,V2,NET,IV,
61053,V1,NET,V,
61054,V2,NET,V,
61055,V1,NET,VI,
61056,V2,NET,VI,
61057,V1,NET,I,
61058,V2,NET,I,
61059,V1,NET,II,
61060,V2,NET,II,
61061,V1,NET,III,
61062,V2,NET,III,
61063,V1,NET,IV,
61064,V2,NET,IV,
61065,V1,NET,V,
61066,V2,NET,V,
61067,V1,NET,VI,
61068,V2,NET,VI,
61069,V1,NET,I,
61070,V2,NET,I,
61071,V1,NET,II,
61072,V2,NET,II,
61073,V1,NET,III,
61074,V2,NET,III,
61075,V1,NET,IV,
61076,V2,NET,IV,
61077,V1,NET,V,
61078,V2,NET,V,
61079,V1,NET,VI,
61080,V2,NET,VI,
61081,V1,NET,I,
61082,V2,NET,I,
61083,V1,NET,II,
61084,V2,NET,II,
61085,V1,NET,III,
61086,V2,NET,III,
61087,V1,NET,IV,
61088,V2,NET,IV,
61089,V1,NET,V,
61090,V2,NET,V,
61091,V1,NET,VI,
61092,V2,NET,VI,
61093,V1,NET,I,
61094,V2,NET,I,
61095,V1,NET,II,
61096,V2,NET,II,
61097,V1,NET,III,
61098,V2,NET,III,
61099,V1,NET,IV,
61100,V2,NET,IV,
61101,V1,NET,V,
61102,V2,NET,V,
61103,V1,NET,VI,
61104,V2,NET,VI,
61105,V1,NET,I,
61106,V2,NET,I,
61107,V1,NET,II,
61108,V2,NET,II,
61109,V1,NET,III,
61110,V2,NET,III,
61111,V1,NET,IV,
61112,V2,NET,IV,
61113,V1,NET,V,
61114,V2,NET,V,
61115,V1,NET,VI,
61116,V2,NET,VI,
61117,V1,NET,I,
61118,V2,NET,I,
61119,V1,NET,II,
61120,V2,NET,II,
61121,V1,NET,III,
61122,V2,NET,III,
61123,V1,NET,IV,
61124,V2,NET,IV,
61125,V1,NET,V,
61126,V2,NET,V,
61127,V1,NET,VI,
61128,V2,NET,VI,
61129,V1,NET,I,
61130,V2,NET,I,
61131,V1,NET,II,
61132,V2,NET,II,
61133,V1,NET,III,
61134,V2,NET,III,
61135,V1,NET,IV,
61136,V2,NET,IV,
61137,V1,NET,V,
61138,V2,NET,V,
61139,V1,NET,VI,
61140,V2,NET,VI,
61141,V1,NET,I,
61142,V2,NET,I,
61143,V1,NET,II,
61144,V2,NET,II,
61145,V1,NET,III,
61146,V2,NET,III,
61147,V1,NET,IV,
61148,V2,NET,IV,
61149,V1,NET,V,
61150,V2,NET,V,
61151,V1,NET,VI,
61152,V2,NET,VI,
61153,V1,NET,I,
61154,V2,NET,I,
61155,V1,NET,II,
61156,V2,NET,II,
61157,V1,NET,III,
61158,V2,NET,III,
61159,V1,NET,IV,
61160,V2,NET,IV,
61161,V1,NET,V,
61162,V2,NET,V,
61163,V1,NET,VI,
61164,V2,NET,VI,
61165,V1,NET,I,
61166,V2,NET,I,
61167,V1,NET,II,
61168,V2,NET,II,
61169,V1,NET,III,
61170,V2,NET,III,
61171,V1,NET,IV,
61172,V2,NET,IV,
61173,V1,NET,V,
61174,V2,NET,V,
61175,V1,NET,VI,
61176,V2,NET,VI,
61177,V1,NET,I,
61178,V2,NET,I,
61179,V1,NET,II,
61180,V2,NET,II,
61181,V1,NET,III,
61182,V2,NET,III,
61183,V1,NET,IV,
61184,V2,NET,IV,
61185,V1,NET,V,
61186,V2,NET,V,
61187,V1,NET,VI,
61188,V2,NET,VI,
61189,V1,NET,I,
61190,V2,NET,I,
61191,V1,NET,II,
61192,V2,NET,II,
61193,V1,NET,III,
61194,V2,NET,III,
61195,V1,NET,IV,
61196,V2,NET,IV,
61197,V1,NET,V,
61198,V2,NET,V,
61199,V1,NET,VI,
61200,V2,NET,VI,
61201,V1,NET,I,
61202,V2,NET,I,
61203,V1,NET,II,
61204,V2,NET,II,
61205,V1,NET,III,
61206,V2,NET,III,
61207,V1,NET,IV,
61208,V2,NET,IV,
61209,V1,NET,V,
61210,V2,NET,V,
61211,V1,NET,VI,
61212,V2,NET,VI,
61213,V1,NET,I,
61214,V2,NET,I,
61215,V1,NET,II,
61216,V2,NET,II,
61217,V1,NET,III,
61218,V2,NET,III,
61219,V1,NET,IV,
61220,V2,NET,IV,
61221,V1,NET,V,
61222,V2,NET,V,
61223,V1,NET,VI,
61224,V2,NET,VI,
61225,V1,NET,I,
61226,V2,NET,I,
61227,V1,NET,II,
61228,V2,NET,II,
61229,V1,NET,III,
61230,V2,NET,III,
61231,V1,NET,IV,
61232,V2,NET,IV,
61233,V1,NET,V,
61234,V2,NET,V,
61235,V1,NET,VI,
61236,V2,NET,VI,
61237,V1,NET,I,
61238,V2,NET,I,
61239,V1,NET,II,
61240,V2,NET,II,
61241,V1,NET,III,
61242,V2,NET,III,
61243,V1,NET,IV,
61244,V2,NET,IV,
61245,V1,NET,V,
61246,V2,NET,V,
61247,V1,NET,VI,
61248,V2,NET,VI,
61249,V1,NET,I,
61250,V2,NET,I,
61251,V1,NET,II,
61252,V2,NET,II,
61253,V1,NET,III,
61254,V2,NET,III,
61255,V1,NET,IV,
61256,V2,NET,IV,
61257,V1,NET,V,
61258,V2,NET,V,
61259,V1,NET,VI,
61260,V2,NET,VI,
61261,V1,NET,I,
61262,V2,NET,I,
61263,V1,NET,II,
61264,V2,NET,II,
61265,V1,NET,III,
61266,V2,NET,III,
61267,V1,NET,IV,
61268,V2,NET,IV,
61269,V1,NET,V,
61270,V2,NET,V,
61271,V1,NET,VI,
61272,V2,NET,VI,
61273,V1,NET,I,
61274,V2,NET,I,
61275,V1,NET,II,
61276,V2,NET,II,
61277,V1,NET,III,
61278,V2,NET,III,
61279,V1,NET,IV,
61280,V2,NET,IV,
61281,V1,NET,V,
61282,V2,NET,V,
61283,V1,NET,VI,
61284,V2,NET,VI,
61285,V1,NET,I,
61286,V2,NET,I,
61287,V1,NET,II,
61288,V2,NET,II,
61289,V1,NET,III,
61290,V2,NET,III,
61291,V1,NET,IV,
61292,V2,NET,IV,
61293,V1,NET,V,
61294,V2,NET,V,
61295,V1,NET,VI,
61296,V2,NET,VI,
61297,V1,NET,I,
61298,V2,NET,I,
61299,V1,NET,II,
61300,V2,NET,II,
61301,V1,NET,III,
61302,V2,NET,III,
61303,V1,NET,IV,
61304,V2,NET,IV,
61305,V1,NET,V,
61306,V2,NET,V,
61307,V1,NET,VI,
61308,V2,NET,VI,
61309,V1,NET,I,
61310,V2,NET,I,
61311,V1,NET,II,
61312,V2,NET,II,
61313,V1,NET,III,
61314,V2,NET,III,
61315,V1,NET,IV,
61316,V2,NET,IV,
61317,V1,NET,V,
61318,V2,NET,V,
61319,V1,NET,VI,
61320,V2,NET,VI,
61321,V1,NET,I,
61322,V2,NET,I,
61323,V1,NET,II,
61324,V2,NET,II,
61325,V1,NET,III,
61326,V2,NET,III,
61327,V1,NET,IV,
61328,V2,NET,IV,
61329,V1,NET,V,
61330,V2,NET,V,
61331,V1,NET,VI,
61332,V2,NET,VI,
61333,V1,NET,I,
61334,V2,NET,I,
61335,V1,NET,II,
61336,V2,NET,II,
61337,V1,NET,III,
61338,V2,NET,III,
61339,V1,NET,IV,
61340,V2,NET,IV,
61341,V1,NET,V,
61342,V2,NET,V,
61343,V1,NET,VI,
61344,V2,NET,VI,
61345,V1,NET,I,
61346,V2,NET,I,
61347,V1,NET,II,
61348,V2,NET,II,
61349,V1,NET,III,
61350,V2,NET,III,
61351,V1,NET,IV,
61352,V2,NET,IV,
61353,V1,NET,V,
61354,V2,NET,V,
61355,V1,NET,VI,
61356,V2,NET,VI,
61357,V1,NET,I,
61358,V2,NET,I,
61359,V1,NET,II,
61360,V2,NET,II,
61361,V1,NET,III,
61362,V2,NET,III,
61363,V1,NET,IV,
61364,V2,NET,IV,
61365,V1,NET,V,
61366,V2,NET,V,
61367,V1,NET,VI,
61368,V2,NET,VI,
61369,V1,NET,I,
61370,V2,NET,I,
61371,V1,NET,II,
61372,V2,NET,II,
61373,V1,NET,III,
61374,V2,NET,III,
61375,V1,NET,IV,
61376,V2,NET,IV,
61377,V1,NET,V,
61378,V2,NET,V,
61379,V1,NET,VI,
61380,V2,NET,VI,
61381,V1,NET,I,
61382,V2,NET,I,
61383,V1,NET,II,
61384,V2,NET,II,
61385,V1,NET,III,
61386,V2,NET,III,
61387,V1,NET,IV,
61388,V2,NET,IV,
61389,V1,NET,V,
61390,V2,NET,V,
61391,V1,NET,VI,
61392,V2,NET,VI,
61393,V1,NET,I,
61394,V2,NET,I,
61395,V1,NET,II,
61396,V2,NET,II,
61397,V1,NET,III,
61398,V2,NET,III,
61399,V1,NET,IV,
61400,V2,NET,IV,
61401,V1,NET,V,
61402,V2,NET,V,
61403,V1,NET,VI,
61404,V2,NET,VI,
61405,V1,NET,I,
61406,V2,NET,I,
61407,V1,NET,II,
61408,V2,NET,II,
61409,V1,NET,III,
61410,V2,NET,III,
61411,V1,NET,IV,
61412,V2,NET,IV,
61413,V1,NET,V,
61414,V2,NET,V,
61415,V1,NET,VI,
61416,V2,NET,VI,
61417,V1,NET,I,
61418,V2,NET,I,
61419,V1,NET,II,
61420,V2,NET,II,
61421,V1,NET,III,
61422,V2,NET,III,
61423,V1,NET,IV,
61424,V2,NET,IV,
61425,V1,NET,V,
61426,V2,NET,V,
61427,V1,NET,VI,
61428,V2,NET,VI,
61429,V1,NET,I,
61430,V2,NET,I,
61431,V1,NET,II,
61432,V2,NET,II,
61433,V1,NET,III,
61434,V2,NET,III,
61435,V1,NET,IV,
61436,V2,NET,IV,
61437,V1,NET,V,
61438,V2,NET,V,
61439,V1,NET,VI,
61440,V2,NET,VI,
61441,V1,NET,I,
61442,V2,NET,I,
61443,V1,NET,II,
61444,V2,NET,II,
61445,V1,NET,III,
61446,V2,NET,III,
61447,V1,NET,IV,
61448,V2,NET,IV,
61449,V1,NET,V,
61450,V2,NET,V,
61451,V1,NET,VI,
61452,V2,NET,VI,
61453,V1,NET,I,
61454,V2,NET,I,
61455,V1,NET,II,
61456,V2,NET,II,
61457,V1,NET,III,
61458,V2,NET,III,
61459,V1,NET,IV,
61460,V2,NET,IV,
61461,V1,NET,V,
61462,V2,NET,V,
61463,V1,NET,VI,
61464,V2,NET,VI,
61465,V1,NET,I,
61466,V2,NET,I,
61467,V1,NET,II,
61468,V2,NET,II,
61469,V1,NET,III,
61470,V2,NET,III,
61471,V1,NET,IV,
61472,V2,NET,IV,
61473,V1,NET,V,
61474,V2,NET,V,
61475,V1,NET,VI,
61476,V2,NET,VI,
61477,V1,NET,I,
61478,V2,NET,I,
61479,V1,NET,II,
61480,V2,NET,II,
61481,V1,NET,III,
61482,V2,NET,III,
61483,V1,NET,IV,
61484,V2,NET,IV,
61485,V1,NET,V,
61486,V2,NET,V,
61487,V1,NET,VI,
61488,V2,NET,VI,
61489,V1,NET,I,
61490,V2,NET,I,
61491,V1,NET,II,
61492,V2,NET,II,
61493,V1,NET,III,
61494,V2,NET,III,
61495,V1,NET,IV,
61496,V2,NET,IV,
61497,V1,NET,V,
61498,V2,NET,V,
61499,V1,NET,VI,
61500,V2,NET,VI,
61501,V1,NET,I,
61502,V2,NET,I,
61503,V1,NET,II,
61504,V2,NET,II,
61505,V1,NET,III,
61506,V2,NET,III,
61507,V1,NET,IV,
61508,V2,NET,IV,
61509,V1,NET,V,
61510,V2,NET,V,
61511,V1,NET,VI,
61512,V2,NET,VI,
61513,V1,NET,I,
61514,V2,NET,I,
61515,V1,NET,II,
61516,V2,NET,II,
61517,V1,NET,III,
61518,V2,NET,III,
61519,V1,NET,IV,
61520,V2,NET,IV,
61521,V1,NET,V,
61522,V2,NET,V,
61523,V1,NET,VI,
61524,V2,NET,VI,
61525,V1,NET,I,
61526,V2,NET,I,
61527,V1,NET,II,
61528,V2,NET,II,
61529,V1,NET,III,
61530,V2,NET,III,
61531,V1,NET,IV,
61532,V2,NET,IV,
61533,V1,NET,V,
61534,V2,NET,V,
61535,V1,NET,VI,
61536,V2,NET,VI,
61537,V1,NET,I,
61538,V2,NET,I,
61539,V1,NET,II,
61540,V2,NET,II,
61541,V1,NET,III,
61542,V2,NET,III,
61543,V1,NET,IV,
61544,V2,NET,IV,
61545,V1,NET,V,
61546,V2,NET,V,
61547,V1,NET,VI,
61548,V2,NET,VI,
61549,V1,NET,I,
61550,V2,NET,I,
61551,V1,NET,II,
61552,V2,NET,II,
61553,V1,NET,III,
61554,V2,NET,III,
61555,V1,NET,IV,
61556,V2,NET,IV,
61557,V1,NET,V,
61558,V2,NET,V,
61559,V1,NET,VI,
61560,V2,NET,VI,
61561,V1,NET,I,
61562,V2,NET,I,
61563,V1,NET,II,
61564,V2,NET,II,
61565,V1,NET,III,
61566,V2,NET,III,
61567,V1,NET,IV,
61568,V2,NET,IV,
61569,V1,NET,V,
61570,V2,NET,V,
61571,V1,NET,VI,
61572,V2,NET,VI,
61573,V1,NET,I,
61574,V2,NET,I,
61575,V1,NET,II,
61576,V2,NET,II,
61577,V1,NET,III,
61578,V2,NET,III,
61579,V1,NET,IV,
61580,V2,NET,IV,
61581,V1,NET,V,
61582,V2,NET,V,
61583,V1,NET,VI,
61584,V2,NET,VI,
61585,V1,NET,I,
61586,V2,NET,I,
61587,V1,NET,II,
61588,V2,NET,II,
61589,V1,NET,III,
61590,V2,NET,III,
61591,V1,NET,IV,
61592,V2,NET,IV,
61593,V1,NET,V,
61594,V2,NET,V,
61595,V1,NET,VI,
61596,V2,NET,VI,
61597,V1,NET,I,
61598,V2,NET,I,
61599,V1,NET,II,
61600,V2,NET,II,
61601,V1,NET,III,
61602,V2,NET,III,
61603,V1,NET,IV,
61604,V2,NET,IV,
61605,V1,NET,V,
61606,V2,NET,V,
61607,V1,NET,VI,
61608,V2,NET,VI,
61609,V1,NET,I,
61610,V2,NET,I,
61611,V1,NET,II,
61612,V2,NET,II,
61613,V1,NET,III,
61614,V2,NET,III,
61615,V1,NET,IV,
61616,V2,NET,IV,
61617,V1,NET,V,
61618,V2,NET,V,
61619,V1,NET,VI,
61620,V2,NET,VI,
61621,V1,NET,I,
61622,V2,NET,I,
61623,V1,NET,II,
61624,V2,NET,II,
61625,V1,NET,III,
61626,V2,NET,III,
61627,V1,NET,IV,
61628,V2,NET,IV,
61629,V1,NET,V,
61630,V2,NET,V,
61631,V1,NET,VI,
61632,V2,NET,VI,
61633,V1,NET,I,
61634,V2,NET,I,
61635,V1,NET,II,
61636,V2,NET,II,
61637,V1,NET,III,
61638,V2,NET,III,
61639,V1,NET,IV,
61640,V2,NET,IV,
61641,V1,NET,V,
61642,V2,NET,V,
61643,V1,NET,VI,
61644,V2,NET,VI,
61645,V1,NET,I,
61646,V2,NET,I,
61647,V1,NET,II,
61648,V2,NET,II,
61649,V1,NET,III,
61650,V2,NET,III,
61651,V1,NET,IV,
61652,V2,NET,IV,
61653,V1,NET,V,
61654,V2,NET,V,
61655,V1,NET,VI,
61656,V2,NET,VI,
61657,V1,NET,I,
61658,V2,NET,I,
61659,V1,NET,II,
61660,V2,NET,II,
61661,V1,NET,III,
61662,V2,NET,III,
61663,V1,NET,IV,
61664,V2,NET,IV,
61665,V1,NET,V,
61666,V2,NET,V,
61667,V1,NET,VI,
61668,V2,NET,VI,
61669,V1,NET,I,
61670,V2,NET,I,
61671,V1,NET,II,
61672,V2,NET,II,
61673,V1,NET,III,
61674,V2,NET,III,
61675,V1,NET,IV,
61676,V2,NET,IV,
61677,V1,NET,V,
61678,V2,NET,V,
61679,V1,NET,VI,
61680,V2,NET,VI,
61681,V1,NET,I,
61682,V2,NET,I,
61683,V1,NET,II,
61684,V2,NET,II,
61685,V1,NET,III,
61686,V2,NET,III,
61687,V1,NET,IV,
61688,V2,NET,IV,
61689,V1,NET,V,
61690,V2,NET,V,
61691,V1,NET,VI,
61692,V2,NET,VI,
61693,V1,NET,I,
61694,V2,NET,I,
61695,V1,NET,II,
61696,V2,NET,II,
61697,V1,NET,III,
61698,V2,NET,III,
61699,V1,NET,IV,
61700,V2,NET,IV,
61701,V1,NET,V,
61702,V2,NET,V,
61703,V1,NET,VI,
61704,V2,NET,VI,
61705,V1,NET,I,
61706,V2,NET,I,
61707,V1,NET,II,
61708,V2,NET,II,
61709,V1,NET,III,
61710,V2,NET,III,
61711,V1,NET,IV,
61712,V2,NET,IV,
61713,V1,NET,V,
61714,V2,NET,V,
61715,V1,NET,VI,
61716,V2,NET,VI,
61717,V1,NET,I,
61718,V2,NET,I,
61719,V1,NET,II,
61720,V2,NET,II,
61721,V1,NET,III,
61722,V2,NET,III,
61723,V1,NET,IV,
61724,V2,NET,IV,
61725,V1,NET,V,
61726,V2,NET,V,
61727,V1,NET,VI,
61728,V2,NET,VI,
61729,V1,NET,I,
61730,V2,NET,I,
61731,V1,NET,II,
61732,V2,NET,II,
61733,V1,NET,III,
61734,V2,NET,III,
61735,V1,NET,IV,
61736,V2,NET,IV,
61737,V1,NET,V,
61738,V2,NET,V,
61739,V1,NET,VI,
61740,V2,NET,VI,
61741,V1,NET,I,
61742,V2,NET,I,
61743,V1,NET,II,
61744,V2,NET,II,
61745,V1,NET,III,
61746,V2,NET,III,
61747,V1,NET,IV,
61748,V2,NET,IV,
61749,V1,NET,V,
61750,V2,NET,V,
61751,V1,NET,VI,
61752,V2,NET,VI,
61753,V1,NET,I,
61754,V2,NET,I,
61755,V1,NET,II,
61756,V2,NET,II,
61757,V1,NET,III,
61758,V2,NET,III,
61759,V1,NET,IV,
61760,V2,NET,IV,
61761,V1,NET,V,
61762,V2,NET,V,
61763,V1,NET,VI,
61764,V2,NET,VI,
61765,V1,NET,I,
61766,V2,NET,I,
61767,V1,NET,II,
61768,V2,NET,II,
61769,V1,NET,III,
61770,V2,NET,III,
61771,V1,NET,IV,
61772,V2,NET,IV,
61773,V1,NET,V,
61774,V2,NET,V,
61775,V1,NET,VI,
61776,V2,NET,VI,
61777,V1,NET,I,
61778,V2,NET,I,
61779,V1,NET,II,
61780,V2,NET,II,
61781,V1,NET,III,
61782,V2,NET,III,
61783,V1,NET,IV,
61784,V2,NET,IV,
61785,V1,NET,V,
61786,V2,NET,V,
61787,V1,NET,VI,
61788,V2,NET,VI,
61789,V1,NET,I,
61790,V2,NET,I,
61791,V1,NET,II,
61792,V2,NET,II,
61793,V1,NET,III,
61794,V2,NET,III,
61795,V1,NET,IV,
61796,V2,NET,IV,
61797,V1,NET,V,
61798,V2,NET,V,
61799,V1,NET,VI,
61800,V2,NET,VI,
61801,V1,NET,I,
61802,V2,NET,I,
61803,V1,NET,II,
61804,V2,NET,II,
61805,V1,NET,III,
61806,V2,NET,III,
61807,V1,NET,IV,
61808,V2,NET,IV,
61809,V1,NET,V,
61810,V2,NET,V,
61811,V1,NET,VI,
61812,V2,NET,VI,
61813,V1,NET,I,
61814,V2,NET,I,
61815,V1,NET,II,
61816,V2,NET,II,
61817,V1,NET,III,
61818,V2,NET,III,
61819,V1,NET,IV,
61820,V2,NET,IV,
61821,V1,NET,V,
61822,V2,NET,V,
61823,V1,NET,VI,
61824,V2,NET,VI,
61825,V1,NET,I,
61826,V2,NET,I,
61827,V1,NET,II,
61828,V2,NET,II,
61829,V1,NET,III,
61830,V2,NET,III,
61831,V1,NET,IV,
61832,V2,NET,IV,
61833,V1,NET,V,
61834,V2,NET,V,
61835,V1,NET,VI,
61836,V2,NET,VI,
61837,V1,NET,I,
61838,V2,NET,I,
61839,V1,NET,II,
61840,V2,NET,II,
61841,V1,NET,III,
61842,V2,NET,III,
61843,V1,NET,IV,
61844,V2,NET,IV,
61845,V1,NET,V,
61846,V2,NET,V,
61847,V1,NET,VI,
61848,V2,NET,VI,
61849,V1,NET,I,
61850,V2,NET,I,
61851,V1,NET,II,
61852,V2,NET,II,
61853,V1,NET,III,
61854,V2,NET,III,
61855,V1,NET,IV,
61856,V2,NET,IV,
61857,V1,NET,V,
61858,V2,NET,V,
61859,V1,NET,VI,
61860,V2,NET,VI,
61861,V1,NET,I,
61862,V2,NET,I,
61863,V1,NET,II,
61864,V2,NET,II,
61865,V1,NET,III,
61866,V2,NET,III,
61867,V1,NET,IV,
61868,V2,NET,IV,
61869,V1,NET,V,
61870,V2,NET,V,
61871,V1,NET,VI,
61872,V2,NET,VI,
61873,V1,NET,I,
61874,V2,NET,I,
61875,V1,NET,II,
61876,V2,NET,II,
61877,V1,NET,III,
61878,V2,NET,III,
61879,V1,NET,IV,
61880,V2,NET,IV,
61881,V1,NET,V,
61882,V2,NET,V,
61883,V1,NET,VI,
61884,V2,NET,VI,
61885,V1,NET,I,
61886,V2,NET,I,
61887,V1,NET,II,
61888,V2,NET,II,
61889,V1,NET,III,
61890,V2,NET,III,
61891,V1,NET,IV,
61892,V2,NET,IV,
61893,V1,NET,V,
61894,V2,NET,V,
61895,V1,NET,VI,
61896,V2,NET,VI,
61897,V1,NET,I,
61898,V2,NET,I,
61899,V1,NET,II,
61900,V2,NET,II,
61901,V1,NET,III,
61902,V2,NET,III,
61903,V1,NET,IV,
61904,V2,NET,IV,
61905,V1,NET,V,
61906,V2,NET,V,
61907,V1,NET,VI,
61908,V2,NET,VI,
61909,V1,NET,I,
61910,V2,NET,I,
61911,V1,NET,II,
61912,V2,NET,II,
61913,V1,NET,III,
61914,V2,NET,III,
61915,V1,NET,IV,
61916,V2,NET,IV,
61917,V1,NET,V,
61918,V2,NET,V,
61919,V1,NET,VI,
61920,V2,NET,VI,
61921,V1,NET,I,
61922,V2,NET,I,
61923,V1,NET,II,
61924,V2,NET,II,
61925,V1,NET,III,
61926,V2,NET,III,
61927,V1,NET,IV,
61928,V2,NET,IV,
61929,V1,NET,V,
61930,V2,NET,V,
61931,V1,NET,VI,
61932,V2,NET,VI,
61933,V1,NET,I,
61934,V2,NET,I,
61935,V1,NET,II,
61936,V2,NET,II,
61937,V1,NET,III,
61938,V2,NET,III,
61939,V1,NET,IV,
61940,V2,NET,IV,
61941,V1,NET,V,
61942,V2,NET,V,
61943,V1,NET,VI,
61944,V2,NET,VI,
61945,V1,NET,I,
61946,V2,NET,I,
61947,V1,NET,II,
61948,V2,NET,II,
61949,V1,NET,III,
61950,V2,NET,III,
61951,V1,NET,IV,
61952,V2,NET,IV,
61953,V1,NET,V,
61954,V2,NET,V,
61955,V1,NET,VI,
61956,V2,NET,VI,
61957,V1,NET,I,
61958,V2,NET,I,
61959,V1,NET,II,
61960,V2,NET,II,
61961,V1,NET,III,
61962,V2,NET,III,
61963,V1,NET,IV,
61964,V2,NET,IV,
61965,V1,NET,V,
61966,V2,NET,V,
61967,V1,NET,VI,
61968,V2,NET,VI,
61969,V1,NET,I,
61970,V2,NET,I,
61971,V1,NET,II,
61972,V2,NET,II,
61973,V1,NET,III,
61974,V2,NET,III,
61975,V1,NET,IV,
61976,V2,NET,IV,
61977,V1,NET,V,
61978,V2,NET,V,
61979,V1,NET,VI,
61980,V2,NET,VI,
61981,V1,NET,I,
61982,V2,NET,I,
61983,V1,NET,II,
61984,V2,NET,II,
61985,V1,NET,III,
61986,V2,NET,III,
61987,V1,NET,IV,
61988,V2,NET,IV,
61989,V1,NET,V,
61990,V2,NET,V,
61991,V1,NET,VI,
61992,V2,NET,VI,
61993,V1,NET,I,
61994,V2,NET,I,
61995,V1,NET,II,
61996,V2,NET,II,
61997,V1,NET,III,
61998,V2,NET,III,
61999,V1,NET,IV,
62000,V2,NET,IV,
62001,V1,NET,V,
62002,V2,NET,V,
62003,V1,NET,VI,
62004,V2,NET,VI,
62005,V1,NET,I,
62006,V2,NET,I,
62007,V1,NET,II,
62008,V2,NET,II,
62009,V1,NET,III,
62010,V2,NET,III,
62011,V1,NET,IV,
62012,V2,NET,IV,
62013,V1,NET,V,
62014,V2,NET,V,
62015,V1,NET,VI,
62016,V2,NET,VI,
62017,V1,NET,I,
62018,V2,NET,I,
62019,V1,NET,II,
62020,V2,NET,II,
62021,V1,NET,III,
62022,V2,NET,III,
62023,V1,NET,IV,
62024,V2,NET,IV,
62025,V1,NET,V,
62026,V2,NET,V,
62027,V1,NET,VI,
62028,V2,NET,VI,
62029,V1,NET,I,
62030,V2,NET,I,
62031,V1,NET,II,
62032,V2,NET,II,
62033,V1,NET,III,
62034,V2,NET,III,
62035,V1,NET,IV,
62036,V2,NET,IV,
62037,V1,NET,V,
62038,V2,NET,V,
62039,V1,NET,VI,
62040,V2,NET,VI,
62041,V1,NET,I,
62042,V2,NET,I,
62043,V1,NET,II,
62044,V2,NET,II,
62045,V1,NET,III,
62046,V2,NET,III,
62047,V1,NET,IV,
62048,V2,NET,IV,
62049,V1,NET,V,
62050,V2,NET,V,
62051,V1,NET,VI,
62052,V2,NET,VI,
62053,V1,NET,I,
62054,V2,NET,I,
62055,V1,NET,II,
62056,V2,NET,II,
62057,V1,NET,III,
62058,V2,NET,III,
62059,V1,NET,IV,
62060,V2,NET,IV,
62061,V1,NET,V,
62062,V2,NET,V,
62063,V1,NET,VI,
62064,V2,NET,VI,
62065,V1,NET,I,
62066,V2,NET,I,
62067,V1,NET,II,
62068,V2,NET,II,
62069,V1,NET,III,
62070,V2,NET,III,
62071,V1,NET,IV,
62072,V2,NET,IV,
62073,V1,NET,V,
62074,V2,NET,V,
62075,V1,NET,VI,
62076,V2,NET,VI,
62077,V1,NET,I,
62078,V2,NET,I,
62079,V1,NET,II,
62080,V2,NET,II,
62081,V1,NET,III,
62082,V2,NET,III,
62083,V1,NET,IV,
62084,V2,NET,IV,
62085,V1,NET,V,
62086,V2,NET,V,
62087,V1,NET,VI,
62088,V2,NET,VI,
62089,V1,NET,I,
62090,V2,NET,I,
62091,V1,NET,II,
62092,V2,NET,II,
62093,V1,NET,III,
62094,V2,NET,III,
62095,V1,NET,IV,
62096,V2,NET,IV,
62097,V1,NET,V,
62098,V2,NET,V,
62099,V1,NET,VI,
62100,V2,NET,VI,
62101,V1,NET,I,
62102,V2,NET,I,
62103,V1,NET,II,
62104,V2,NET,II,
62105,V1,NET,III,
62106,V2,NET,III,
62107,V1,NET,IV,
62108,V2,NET,IV,
62109,V1,NET,V,
62110,V2,NET,V,
62111,V1,NET,VI,
62112,V2,NET,VI,
62113,V1,NET,I,
